[2023.08.31 09:30:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693445401260 <= 1693445401512, execute later
[2023.08.31 13:16:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458832210 <= 1693459001187, execute later
[2023.08.31 13:16:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458832770 <= 1693459001187, execute later
[2023.08.31 13:17:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459022200 <= 1693459023913, execute later
[2023.08.31 13:17:19 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458857210 <= 1693459038914, execute later
[2023.08.31 13:17:29 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459046185 <= 1693459047967, execute later
[2023.08.31 13:17:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459049242 <= 1693459050959, execute later
[2023.08.31 13:17:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458904460 <= 1693459079196, execute later
[2023.08.31 13:18:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458913260 <= 1693459089914, execute later
[2023.08.31 13:18:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459094196 <= 1693459095956, execute later
[2023.08.31 13:18:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458914660 <= 1693459095956, execute later
[2023.08.31 13:18:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458919260 <= 1693459098915, execute later
[2023.08.31 13:18:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458924970 <= 1693459107944, execute later
[2023.08.31 13:18:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458924970 <= 1693459110942, execute later
[2023.08.31 13:18:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458955180 <= 1693459119932, execute later
[2023.08.31 13:18:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693458960240 <= 1693459125913, execute later
[2023.08.31 13:19:20 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459003260 <= 1693459160188, execute later
[2023.08.31 13:19:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459017510 <= 1693459173893, execute later
[2023.08.31 13:19:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459021210 <= 1693459179903, execute later
[2023.08.31 13:20:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459053390 <= 1693459212910, execute later
[2023.08.31 13:20:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459074080 <= 1693459224895, execute later
[2023.08.31 13:20:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459083790 <= 1693459233938, execute later
[2023.08.31 13:20:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459086990 <= 1693459236894, execute later
[2023.08.31 13:20:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459087190 <= 1693459239967, execute later
[2023.08.31 13:20:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459102590 <= 1693459248952, execute later
[2023.08.31 13:20:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459109490 <= 1693459253180, execute later
[2023.08.31 13:20:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459115170 <= 1693459254895, execute later
[2023.08.31 13:21:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459125510 <= 1693459263929, execute later
[2023.08.31 13:21:14 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459140040 <= 1693459272892, execute later
[2023.08.31 13:21:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459148430 <= 1693459281914, execute later
[2023.08.31 13:21:26 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459148430 <= 1693459284898, execute later
[2023.08.31 13:21:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459157320 <= 1693459287906, execute later
[2023.08.31 13:21:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459162990 <= 1693459293921, execute later
[2023.08.31 13:21:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459187060 <= 1693459310213, execute later
[2023.08.31 13:21:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459195280 <= 1693459317898, execute later
[2023.08.31 13:22:01 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459195480 <= 1693459322180, execute later
[2023.08.31 13:22:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459203100 <= 1693459329940, execute later
[2023.08.31 13:22:28 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459217730 <= 1693459347945, execute later
[2023.08.31 13:22:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459224660 <= 1693459353907, execute later
[2023.08.31 13:22:38 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459228860 <= 1693459358169, execute later
[2023.08.31 13:22:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459240720 <= 1693459362947, execute later
[2023.08.31 13:22:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459263410 <= 1693459379187, execute later
[2023.08.31 13:23:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459268180 <= 1693459380896, execute later
[2023.08.31 13:23:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459271260 <= 1693459383906, execute later
[2023.08.31 13:23:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459276490 <= 1693459388175, execute later
[2023.08.31 13:23:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459280150 <= 1693459391171, execute later
[2023.08.31 13:23:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459288280 <= 1693459397181, execute later
[2023.08.31 13:23:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459290590 <= 1693459397181, execute later
[2023.08.31 13:24:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459353580 <= 1693459448177, execute later
[2023.08.31 13:24:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459386960 <= 1693459476883, execute later
[2023.08.31 13:24:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459411450 <= 1693459482889, execute later
[2023.08.31 13:24:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459413070 <= 1693459482889, execute later
[2023.08.31 13:24:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459413270 <= 1693459487244, execute later
[2023.08.31 13:24:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459423140 <= 1693459491880, execute later
[2023.08.31 13:25:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459508171 <= 1693459509910, execute later
[2023.08.31 13:25:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459514214 <= 1693459515897, execute later
[2023.08.31 13:25:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459520209 <= 1693459521891, execute later
[2023.08.31 13:25:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459465660 <= 1693459530881, execute later
[2023.08.31 13:25:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459473540 <= 1693459535243, execute later
[2023.08.31 13:25:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459498300 <= 1693459551895, execute later
[2023.08.31 13:25:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459501510 <= 1693459556179, execute later
[2023.08.31 13:25:59 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459504310 <= 1693459557896, execute later
[2023.08.31 13:26:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459512270 <= 1693459571236, execute later
[2023.08.31 13:26:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459515300 <= 1693459572882, execute later
[2023.08.31 13:26:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459515500 <= 1693459572882, execute later
[2023.08.31 13:26:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459521500 <= 1693459575882, execute later
[2023.08.31 13:26:42 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459555470 <= 1693459599890, execute later
[2023.08.31 13:26:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459563160 <= 1693459605880, execute later
[2023.08.31 13:27:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459583680 <= 1693459628160, execute later
[2023.08.31 13:27:15 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459595960 <= 1693459634237, execute later
[2023.08.31 13:27:51 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459627820 <= 1693459668920, execute later
[2023.08.31 13:28:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459644320 <= 1693459686918, execute later
[2023.08.31 13:28:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459691248 <= 1693459692887, execute later
[2023.08.31 13:28:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459700162 <= 1693459701872, execute later
[2023.08.31 13:28:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459662230 <= 1693459713872, execute later
[2023.08.31 13:28:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459664560 <= 1693459716887, execute later
[2023.08.31 13:28:55 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459687140 <= 1693459734965, execute later
[2023.08.31 13:30:24 - info ] Local executer inited, scale: 1, auto_clear: false, strict_sync: false, thread poolsize: 1, code_groups: 0
[2023.08.31 13:30:25 - info ] [exec_dw_etf]MiniImpactExecUnit SSE.ETF.510050 inited, order price: BESTPX ¡À 0 ticks, order expired: 5 secs, order timespan:500 millisec, order qty: byrate @ 0.20 min_order: 0.00 is_cancel_unmanaged_order: true
[2023.08.31 13:30:25 - info ] [exec_dw_etf]avaliable update 0->:4999999999900
[2023.08.31 13:30:25 - info ] [exec_dw_etf]=================================channle ready==============================
[2023.08.31 13:30:40 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459753620 <= 1693459839888, execute later
[2023.08.31 13:30:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459826196 <= 1693459842879, execute later
[2023.08.31 13:30:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459758840 <= 1693459845900, execute later
[2023.08.31 13:30:54 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459760710 <= 1693459851875, execute later
[2023.08.31 13:30:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459838239 <= 1693459854889, execute later
[2023.08.31 13:31:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:31:00 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459841159 <= 1693459857886, execute later
[2023.08.31 13:31:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459773790 <= 1693459875874, execute later
[2023.08.31 13:31:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459774800 <= 1693459881876, execute later
[2023.08.31 13:31:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459868174 <= 1693459887942, execute later
[2023.08.31 13:31:31 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459779080 <= 1693459890884, execute later
[2023.08.31 13:31:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459871153 <= 1693459890884, execute later
[2023.08.31 13:31:46 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459880222 <= 1693459905881, execute later
[2023.08.31 13:31:48 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459786170 <= 1693459905881, execute later
[2023.08.31 13:31:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459889225 <= 1693459914873, execute later
[2023.08.31 13:32:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:32:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459898166 <= 1693459923875, execute later
[2023.08.31 13:32:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459907152 <= 1693459935865, execute later
[2023.08.31 13:32:18 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459910159 <= 1693459938922, execute later
[2023.08.31 13:32:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459913151 <= 1693459938922, execute later
[2023.08.31 13:32:24 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459798630 <= 1693459941924, execute later
[2023.08.31 13:32:27 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459919146 <= 1693459944867, execute later
[2023.08.31 13:32:32 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459802990 <= 1693459950863, execute later
[2023.08.31 13:32:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459807500 <= 1693459959926, execute later
[2023.08.31 13:33:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:33:05 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459943204 <= 1693459983926, execute later
[2023.08.31 13:33:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459816410 <= 1693459983926, execute later
[2023.08.31 13:33:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459946144 <= 1693459989865, execute later
[2023.08.31 13:33:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459816610 <= 1693459989865, execute later
[2023.08.31 13:33:20 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459816610 <= 1693459998862, execute later
[2023.08.31 13:33:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459973142 <= 1693460022885, execute later
[2023.08.31 13:33:45 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459834340 <= 1693460022885, execute later
[2023.08.31 13:33:50 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459835990 <= 1693460028963, execute later
[2023.08.31 13:34:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:34:06 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459845960 <= 1693460043951, execute later
[2023.08.31 13:34:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459848320 <= 1693460049911, execute later
[2023.08.31 13:34:25 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460003143 <= 1693460064930, execute later
[2023.08.31 13:34:34 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460009175 <= 1693460073897, execute later
[2023.08.31 13:34:41 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460015146 <= 1693460079929, execute later
[2023.08.31 13:34:44 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460018140 <= 1693460082884, execute later
[2023.08.31 13:34:52 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460027176 <= 1693460091865, execute later
[2023.08.31 13:34:57 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460033138 <= 1693460094896, execute later
[2023.08.31 13:35:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:35:04 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460042143 <= 1693460103876, execute later
[2023.08.31 13:35:09 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460045233 <= 1693460106851, execute later
[2023.08.31 13:35:11 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459878410 <= 1693460109860, execute later
[2023.08.31 13:35:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460048190 <= 1693460112922, execute later
[2023.08.31 13:35:16 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460051184 <= 1693460115955, execute later
[2023.08.31 13:35:17 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459878610 <= 1693460115955, execute later
[2023.08.31 13:35:22 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459885250 <= 1693460121934, execute later
[2023.08.31 13:35:33 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459890800 <= 1693460130850, execute later
[2023.08.31 13:35:53 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460084159 <= 1693460151858, execute later
[2023.08.31 13:35:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460087214 <= 1693460154911, execute later
[2023.08.31 13:36:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:36:02 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460093142 <= 1693460160866, execute later
[2023.08.31 13:36:08 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459910200 <= 1693460166864, execute later
[2023.08.31 13:36:10 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460099155 <= 1693460169865, execute later
[2023.08.31 13:36:12 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460102170 <= 1693460169865, execute later
[2023.08.31 13:36:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459915530 <= 1693460172860, execute later
[2023.08.31 13:36:23 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460108135 <= 1693460181886, execute later
[2023.08.31 13:36:37 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459927410 <= 1693460196864, execute later
[2023.08.31 13:36:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460117229 <= 1693460196864, execute later
[2023.08.31 13:36:56 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460132133 <= 1693460214870, execute later
[2023.08.31 13:37:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
[2023.08.31 13:37:07 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460144138 <= 1693460226851, execute later
[2023.08.31 13:37:13 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460150206 <= 1693460232848, execute later
[2023.08.31 13:37:21 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459939220 <= 1693460238866, execute later
[2023.08.31 13:37:30 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460162138 <= 1693460247933, execute later
[2023.08.31 13:37:35 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460165235 <= 1693460253851, execute later
[2023.08.31 13:37:36 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459948280 <= 1693460253851, execute later
[2023.08.31 13:37:39 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460168135 <= 1693460256846, execute later
[2023.08.31 13:37:43 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693460171143 <= 1693460262904, execute later
[2023.08.31 13:37:58 - info ] [exec_dw_etf]No tick of SSE.ETF.510050 updated, 1693459955700 <= 1693460277858, execute later
[2023.08.31 13:38:00 - info ] [exec_dw_etf]avaliable update 4999999999900->:4999999999900
